Kugelschreiber "Caran d'Ache" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
USB-Traveller-Set- Basler-Technologie , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Buch: "Früher war alles schöner" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Büchlein: "Weihnachtserinnerungen" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
2 x CD "Musik auf Villa Hügel - 201 0" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Reisekulturtasche , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Füller/Kuli-Set- Fa. Gross , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Buch: "Meyer Werft Papenburg" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Kerze , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
kl. Porzellanbecher (Königreich der Niederlande) , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Duschmatte , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bildband: "Augenweiden" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bildband:"Kyemen 2008" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
kl. Messingstab in roter Box , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bücher , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Werte Wissen Wachstum" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Best Munds Meret" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Vision und Meinung" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"The Prince oft Wales" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Designpreis Deutschland 2010" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Jahrbuch Bau und Raum 2009/1010" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
"Schweiz Erlebnis" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Wandbehang , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Schachspiel , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Wandteppich , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Bildband "Alles im Fluss - Lebenselement Wasser" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Chateau Gasrohrs 2007 , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 FL.Chateau Camensac , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Dostar Vodka Gold , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
2 Fl. Rotwein "Moueix 2006" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Johnnie Walker- Black Label , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl tun. Weißwein "Ciipea - 200g" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Rotwein: "Casa Vrancea 1949"; 1 Fl. Weißwein: "Grand Via" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Principaute d'orange" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
3 Fl. Rotwein "Chateau des Laureis 2006" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl 90er russischer Wodga , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
2 Fl. "Kuei Hua Chen Chiew" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Persia 2008 I 1 Fl. Schodener Herrenberg 2009 , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. "Sparking Vidal lcewine" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Merlot" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Weißwein "Ciipea Chardonnay" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Schnaps "BOAKA" (Usbekistan) , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. "Lion Gri Cabernet Sauvignon" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Sekt "Mirgin" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Wodka "Nemiroff' , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. Rotwein "Sparkling Vidallcwewein" in Holzschatulle , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl Likör , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
1 Fl. "Echter Gebirgsklarer" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
5 Fl. div. Weine .. Peter Stolleis" , Bundesministerium für Wirtschaft und Energie, 2011/02/02, n.a., n.a., BMWi, fail
Porzellanteller on roter Samtbox , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Armkette (Gold 750) mit Ring (Gold 585) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Box mit 2 Miniaturinstrumenten und CD , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Lederbild in Ledertasche , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kaffeeservice , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
gerahmtes Bild: "Jakarte Container Terminal" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Porzellanfigur , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Holzlöffel , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 x "Lanuit De L'Homme"- Eau de Ieiiette , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bild aus Tajikistan in roter Samtkiste (ca. 1 x 0,70m) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Glasschale schwarz/weiß , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Denken sie gross" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: "Der Mond" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband:"Earthworks" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Winnenden - Ein Amoklauf und seinen Folgen" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Postkarten-Set "Einzigartige Aussichten" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Heftbuch: "Sonderzug nach Pankow" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD: "Ein Jahrhundert im Flug" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Rehabilitation und Nachsorge nach Schädelhirnverletzung" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD: "Leeraner Miniaturland" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
chin. Schriftenrolle , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Drehkreisel , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
silb. Plastik auf Sockel in Holzkiste , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Goldener Falke in Box , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bild: "Carbon Art" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
3 x CD "Musik auf Villa Hügel 2011" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 goldene Reiter auf Glas-Sockel , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD "Jus! You" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: 25 Jahre Kreuzfahrtschiffe der Meyer Werft , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
3 x Bildband: "Aserbaidschan" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: "Patagonia" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: "Energie I Energy , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Historisch-politische Mitteilungen" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Arrival City" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Wir-19 Leben in einem neuen Dt." , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
limitierte Heiz-/Kupferplatte von Aurubis , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Schlüsselring und Amulett , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Lichtwandler , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD: "Loriot - Pappa Ante Portas" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD "Sommerkonzerte 2011" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Set "Parker Stift" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Boss-Krawatte , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
"RT - Manschettenknöpfe , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Parfüm "Friedrich" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kugelschreiber-Tintenroller der Fa. Troika , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Tischset für Stifte aus Plastik , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Chin. Bronzeskulptur , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
chin. Buisness-Set (incl. Mouse, Rollbild, Schreiber) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
braune Lederaktentasche , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Bildbücher: Syrien/Damascus , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
chin. Sandbild , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Die Party bei den Jacks" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
chin. Glasskulptur , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 x underwear (woman, men) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Holzleiste mit Elefantenköpfen , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD - Qatar-Symphony , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. mongol. Schreibset , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
digitaler Bilderrahmen , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bild mit goldenem Adler , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Schreibmappe der Fa. Rohde &Schwarz , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Sammlung von Stoffbildern incl Briefmarken , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bild: Segeljagd , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Box mit 4 chin. Schritt-Bildrollen , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Musikinstrument in roter Samtbox , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Glasdose , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Wandtafel der Ukraine , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 x Nussknacker , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Die Erben der Enigma" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: "Delhi - lndia in one city" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Siebdruck der Künstlerin Nicola Steglieh , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Data Unser" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kriegsblindenjahrbuch 2012 , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Arrival City" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Lobbying im neuen Europa" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Lithografie von Sebastian Speckmann , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD "Dt. Musikinstrumentenfonds 2011 , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
"Piquardo" Stiftset in Lederhülle , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Magnetspielzeug , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buch: "Die gute Saat 2012" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
goldene Buchlesezeichen , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
gelbes Tuch , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Holzrelief , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Mixer , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Spannungsmesser , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Koffer , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Regenschirm , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Kinogutscheine , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Samttuch , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Hammer , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: "Eestimaa - Estonia - Estland" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
PC-Maus mit Stick , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
kl. Bildband "Kasachstan" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Holzfigur (ca. 50cm) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD-Sammlung "The Voices of Garabagh" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD "The Azerbaijani Carpets" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Buchsammlung: History, Nature, Culture .... , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bild von Juan Sebastian Barbera , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Keramikbierkrug, weiß , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD "Die 4 hinterberger Musikanten" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD "Chris de Burgh & Band - Footsteps" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Nymphenburg Porzellan "Bay. Löwe" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Glasvase - Sinirli Üretim , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Postkastensammlung - Aserbaidschan , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Goldenes Schiff auf Holzsockel , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Lucky Pack (Giückskärtchen u. Buch) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Holzpuppe , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kaschmir-Schal , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: Petrovis - Art Collection , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Bildband: Mongolia , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
DVD: 70 Jahre Erdöl Mogolei , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Zinnbecher , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kugelschreiber im Holzetui , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Kugelschreiber mit Schlüsselanhänger , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 x Espresso-Set (KPM) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
chin. Stifthalter -drehbar- aus Jade , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Stone-Collection, gerahmt, unter Glas , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD "Qatar Symphony" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
CD Musiksammlung aus Azarbaycan , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Wein "Pomerol 2009" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Juliusspital "Würzburger Stein" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. "Riesling 2009 - Rheingau" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. "Zweigelt Strasserial 2008" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl. Wein: "Castel Dealu Mare" (weiß/rot) , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Wein Riesling 2009- Weingut Johannishof , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Weißwein "Domaine Santa Duc" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fi. Rose Lion Gri Carbernet Sauvignon , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Bordeaux-Wein "French Tom" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Weine aus Tunesien: "Selian - Clipea" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Weine aus Algerien , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl. israelischen Wein , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl algerischen Wein , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl Sekt ''Dr. von Bassermann-Jordan" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl. chin. Wein , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl. ital. Wein "Chianti 2009" , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
2 Fl Wein "Dalton 2009" incl. Barset in Holzkasten , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Meyer-Näkel 2010 , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Chingggis Gold , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
1 Fl. Soyombo Vodka , Bundesministerium für Wirtschaft und Energie, 2011/10/27, n.a., n.a., BMWi, fail
Picknick-Koffer , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
4 Tücher , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bildband: 25 Jahre OHB , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
2 Bildbände: Lürssen , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
silbernes Teeglas-Set , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
gerahmtes Bild: russische Stadt , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Relief hinter Glas: russ. Gebäude Ansichten , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Parker-Schreiber-Set , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Goldmünze; Saudi Arabien , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bildband: "Marrakesh Style" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
chin. Stoffbild; gerahmt , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
kl. chin. Seidentuch , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bildband "La Tunisie vue du ciel" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Wappen von Karaganda (Stadt in Kasastan) in Glas , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
gerahmt. chin. Bild - Junge mit Flöte auf Flusspferd -, Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Wappen/ Briefmarken v. Chong Qing in Holzrahmen , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Porzellanteller mit blauen Blumenmuster (China) , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Tiffany & Co. Bilderrahmen , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bild im Holzrahmen (China) , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bild im Holzrahmen (China) in bl. Box , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bronzeskulptur , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Figur "Little Ox" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Manschettenknöpfe I Krawattennadel , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
kl. Seidentuch (China) , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Tischläufer (lndonesien) , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Fussball; aus Pakistan für Fr.-WM 2011 , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
3 Seidentücher (Taiwan) , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Orchideen-Briefmarken-Buch , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Stifftbecher, mit Wappen, drehbar , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Bildband "Athen" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Mappe mit gedruckten Stichen der Region Peloponnes , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Buch mit Fotografien von Athen , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Broschüre: "Grabrede des Perikles" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Reiseführer Athen , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
gerahmtes, versilbertes Wandrelief , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
Teekanne+ 2 Teebechern aus "Hsiao Fang Pottery" , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
2 kl. blaue Metallbecher mit Blumenmuster , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
silb. Miniaturnachbildung Barcaccia Brunnen ltal. , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
silb. kl. Kerzenständer , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
königliche Kopfbedeckung , Bundesministerium für Wirtschaft und Energie, 2012/03/14, n.a., n.a., BMWi, fail
